"Job.Title","Job.Description","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","Python","R Prog","Excel","Hadoop","SQL","SAS"
"Data Scientist","Job Responsibilities :
To help designing, innovating and building our next generation ML architecture
6-8 years of full time programming experience within an operations or technical department.
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modelling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Teach and mentor others in the use of AI/Machine Learning
Keyskills :

Programming, Machine Learning, Artificial Intelligence, Data Science, Business Analytics, Product engineering, Requirement gathering, Problem formulation, quick POCs

Must Have :
Experience in data mining

- Strong math skills (e.g. statistics, algebra)

- Strong programming skills in: R, Python and familiarity with Java, Scala, C++
DB/NoSql - MongoDB, Neo4J, MySql. Cassandra, DynamoDB, Redshift

- Experience on Hadoop Map reduce, Pig, Hive, Mahout and Apache Spark, H20

- Strong experience in Data warehousing, ETL, BI (e.g. Tableau, Power BI) and Data Visualization tools (matplotlib, D3.js, Plotly.js, Shiny etc)

- Experience in neural networks, regression, classification and clustering

- Think big & scale
Good to have :
Experience with Deep Learning tools - Tensorflow, Theano, Caffe etc.

- Elastic Search, NLP background and Machine Learning Platforms

- Experienced in deployment of High performance, Scalable Big Data Hadoop clusters and Web applications on cloud infrastructure (Azure, AWS, Bluemix etc)",4.1,"Netcore Solutions","Bengaluru","Mumbai, India","501 to 1000 employees",1998,"Company - Private","Internet","Information Technology","-1","-1",1,0,0,1,1,0
"Data Analyst","Role: Data Analyst

Location: Gurgaon, India

GroundTruth enables real-time, location-based marketing, without the guesswork. Working with GroundTruth, marketers can deliver more relevant, personalized messages to the right people they want to reach, based on the real places they visit every day. Each month, GroundTruth’s patented location platform helps marketers reach over 500 million people globally via more than 100 thousand popular mobile applications. With GroundTruth, marketers can say goodbye to assumptive marketing and reach the right people at real places in real-time with precision, relevance and confidence. Learn more: www.groundtruth.com

This will be an exciting and challenging role that will enable you to work with very large data sets, expose you to cutting edge analysis techniques, work with the latest components in cloud architecture and gain experience in the usage of location data to drive businesses. Working in a dynamic start up environment will give you significant opportunities for growth within the organization.

A successful applicant will be passionate about technology and developing a deep understanding of human behavior in the real world. They would also have excellent communication skills, be able to synthesize and present complex information and be a fast learner.

Basic Requirement: Tier 1 college and 1+ Year experience

You will:
Become an expert in location marketing
Understand the business requirement for analytics and formulate approach by identifying key datasets, various assumptions, methodology to be used
Present the analysis in crisp and clear manner for solving location data anomalies/issues
Analyse trends to identify discrepancies to point out reasons for the changes in observed patterns
Provide feedback and share knowledge with the Supply & Data Partnerships and Product team to drive improvement and enhancements
Define proper measurable metrics/variables for analyzing a business problem and provide actionable recommendations
Minimum Qualifications:
BA/BSc/B.E./BTech degree from Tier 1 college in Computer Science, Statistics, Mathematics, Economics or related fields
1 - 2 years of experience in working with data and conducting statistical and/or numerical analysis
Ability to write SQL code and familiarity with R/Python, Linux shell commands
Be willing and able to quickly learn about new businesses, database technologies and analysis techniques
Ability to tell a good story and support it with numbers and visuals
Strong oral and written communication
Preferred Qualifications:
Experience working with large datasets
Experience with AWS analytics infrastructure (Redshift, S3, Athena, Boto3)
Experience building analytics applications leveraging R, Python, Tableau, Looker or other
Experience in geo-spatial analysis with POSTGIS, QGIS",3.3,"GroundTruth","Gurgaon","New York, NY","201 to 500 employees",2009,"Company - Private","-1","-1","-1","-1",1,0,1,0,1,0
"Data Scientist","Experience 4 - 10 Years
Salary 8 LPA - 16 LPA
Job Location Bengaluru

Industry:
IT-Software / Software Services

Keywords:
Data Scientist

About Job:
Core Responsibility :
Strong experience in delivering projects in using Python.
Strong experience in developing models using Image Processing and Computer Vision algorithms
Designing, developing, and deploying deep learning models on AWS environment.
Experience and Skills :
4 - 6 years- experience in Designing and Deploying Deep Learning Solutions
Excellent knowledge of Deep Learning Architectures/Convolutional Neural Networks
Excellent knowledge of Supervised Learning, Adversarial Learning
Excellent Python Coding Skills with at least 4 years of Python coding
Robust working knowledge with deep learning frameworks (like Tensorflow, Keras, PyTorch)
Hands on experience on Image Processing and Computer Vision algorithms
Experience with GPU/CUDA programming
Deep knowledge of mathematics, probability, statistics and algorithms
Understanding of data structures, data modelling and software architecture
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
Must Have :
Aware of the Software Development Life Cycle and Quality concepts
Excellent experience in Python programming language for data analysis.
Excellent verbal and written communications skills; Strong interpersonal skills
Managing available resources such as cloud services, data
Good to Have :
Experience with System Development Life Cycle methodologies (CMMI)",4,"Careerera","Bengaluru","Wayland, MA","501 to 1000 employees",-1,"Company - Private","Education Training Services","Education","-1","-1",1,0,1,0,0,0
"Data Engineer","Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things.

Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect.

Nokia is an equal opportunity employer that is commited to diversity and inclusion.

At Nokia, employment decisions are made regardless of race, color, national or ethnic origin, religion, gender, sexual orientation, gender identity or expression, age, marital status, disability, protected veteran status or other characteristics protected by law.

Nokia is undertaking a large-scale service analytics and big data platform initiative called AVA and serving thousands to tens of thousands of internal and external users. This platform will enable Nokia and its customers to build the next generation of services for telecommunications and beyond, including transport, connected health and broader IOT. You will be joining a very dynamic and growing team of talented individuals, setting up state-of-the-art solutions for outstanding customer experience.

General Purpose

The Data Engineer is responsible for the development of analytics big data transformation flows on a large-scale service analytics platform for various customers across the globe. Responsibility includes delivery of high quality use case Data Pipeline ready for use and deployment towards customers, meeting the business requirements and aligning with the solution vision and strategy.
As the primary interface of the Solution Owner, the Data Engineer will report to the Head of Data Engineering. The Data Engineer will have a strong influence on the technical design, and be expected to have a deep understanding of business and solution development context.

Data Engineer Responsibilities and Duties
Understand the customer’s business context, objectives and requirements.
Involvement in Requirement Analysis, Design, Development, Unit Testing, System Integration Testing and other facets of testing for example but not limited to Performance Testing :
Convert functional specifications from business requirements into programming instructions for technical development of analytics data pipelines.
Break down major requirements in to small incremental value-add features and prioritize with Solution Owner.
Prototype creative analytics data pipeline mock-ups, and be able to collaborate with others in crafting and implementing your technical vision.
Develop industrialized solutions leveraging Agile and DevOps methodologies.
Review, analyze, and modify programming systems, including encoding, testing, debugging and installing for a large-scale environment.
Monitor operating efficiency and optimize solution execution performance.
Support Solution Owner through the delivery process to customers :
Execute the analytics solution development plan, resolves or escalates problems timely.
Foster the Analytics Competence Center in developing enablement and e2e solution consultancy across Use Cases.
Work harmoniously in a large cross-functional team including managers, supervisors, business analysts, systems personnel, network staff, and other developers.
Qualifications
Bachelor’s Degree in Computer Science, Software Development, or a business-related field.
4 to 10 years experience in a comparable role.
Fully conversant with analytics and new technologies, strong knowledge of industry trends knowledge including products and services on Nokia’s core business.
Strong experience in building fast, robust, effective and efficient analytics data pipelines with modern cloud development technologies covering data collection, transformation, storage and exposure :
Advanced development skills and experience in Scala language (or having a particularly deep expertise in one of the field below) is a must.
Big data distributed environment development and optimization experience with Spark.
NoSQL technology experience with Apache Cassandra or Parquet Files hosted on S3, designing relevant data models dealing with high data velocity and/or volume while ensuring integrity.
Streamlined data collection and transformation flow experience with Kafka considered a plus.
Experience consuming enterprise web-services (REST, JSON/XML, MySQL/PostgreSQL) and also expose own services to help design the next generation of back-end APIs and functionality.
Experience in containerization/ dockerization of developed solutions.
Experience with Apache NiFi considered a plus.
Understanding of Java Development tools (IntelliJ IDEA), Zeppelin notebook considered a plus.
Modern software development methodologies such as Agile, Scrum, etc. including Test Driven Design and other testing methodologies.
Use Git to manage source code and Artifactory to publish.
Sound methodical skills with attention to detail and process requirements.
Capability to multi-task and prioritize to ensure timely deliveries.
Comfortable with working with multiple stakeholders in a multi-cultural environment of a global matrix organization with sensitivity and partnering.
High energy, initiative, enthusiasm and persistence. English mandatory.

Apply now.",4.1,"Nokia","Noida","Nokia, Finland","10000+ employees",1865,"Company - Public","Telecommunications Services","Telecommunications","500+ billion (INR)","Ericsson-Worldwide, Huawei Technologies, Microsoft",0,0,0,0,1,0
"Data Scientist","As a modeling expert you will be involve in creating & modifying statistical models to meet client as well as organization needs. The statistical model will be on identifying anomalies in the data & provide insights to drive business outcomes You will assist onshore and offshore teams, and client team by providing them tactical support including Data Validation, Preparing current state analysis presentations, preparing future state analysis documents, monitoring progress of the project and publishing reports Responsibilities: Responsible to generate models based on business requirements Should work closely with the data scientist, onshore and offshore team to understand different business scenario, automate and create models in ?R? Should be able to identify anomalies in data using different statistical tool Suggest model change based on the change in business dynamic & data trends Responsible to document all the changes made in the models & business requirements Leverage root causes identified during Problem Resolution process to create new rules to automate emerging issue detection Observe emerging Issue detection process and look for ways to continuously improve it Support ad-hoc complex analysis Leverage multiple ?R? tools to conduct more complex warranty analysis: ?R? Enterprise Guide, ?R? Enterprise Miner, ?R? Text Miner, ?R? Base programming. Automate ad-hoc complex analysis proven useful to enable junior analyst to use them on a recurrent basis. Train Junior Analyst on new ad-hoc analysis developed by Analyst Experts. Explore new root cause analysis methodologies with warranty expert analysts and reliability engineers as a way to continuously improve the warranty analytics team capabilities Monitor and interpret process KPI?s
Additional Information

JOB CODE:
GO/JC/12392/2020

EXPERIENCE:
6 - 11

LOCATION:
Mumbai

EDUCATION:
Any Graduates

VERTICAL:
Pharma

FUNCTIONAL AREA:
IT-Software

INDUSTRY:
ITES/BPO/KPO

CONTACT PERSON NAME:
VarshaWadhwa

CONTACT EMAIL:
varsha@gojobs.biz",3.9,"Golden Opportunities","Mumbai","Hallandale Beach, FL","51 to 200 employees",-1,"Company - Private","Metal Brokerages","Mining & Metals","-1","-1",0,0,0,0,0,0
"Data Analyst","1. Part of Paytm wallet web/app/customer analytics team
2. Responsible to Analyze raw data, Manipulate, Cleanse and Process data using Hive/Sql/R/Python and throw insights on effectiveness of campaigns running on Paytm marketplace.
3. Responsible for performing data driven growth analytics for building topline and optimizing marketing spends
Key technical skills (not all are mandatory)
1. Expertise in Excel, SQL, R/Python
2. Experience with Big Data technologies preferably Hive, Spark
3. Familiarity with visualization tools like Tableau, Grafana
3. Familiarity with basic statistical techniques for prediction and optimization

Desired experience:
1. 1-3 years in analytics firm or analytics divisions of e-commerce firms
2. Ability to work under high pressure
3. Structured problem solving",3.4,"Paytm","Noida","Noida, India","1001 to 5000 employees",2010,"Company - Private","Internet","Information Technology","-1","-1",1,0,1,0,1,0
"Data Engineer","42481

Job Summary
You will be part of Enterprise Data & Analytics team responsible for identifying analytical needs, exploring new technologies, and applying data sciences/machine learning concepts to maximize value from data assets. Senior Data Engineer will work closely with key stakeholders both IT and Business to turn data into critical information and knowledge that can be used to make sound business decisions. The individual must have an in-depth understanding of the business environment, an interest in going beyond the obvious, aptitude for new tools/technologies, and obsession for customer success

Essential Functions
Organize, lead, and facilitate multiple teams on highly complex, cross-functional, enterprise data and analytics initiatives
Develop and maintain scalable data pipelines and build out new integrations to support continuing increases in demand for various types of data
Collaborate with key stakeholders to define KPI and build data metrics to measure KPI’s
Define and develop cognitive solutions for business needs, incorporating technologies in Machine Learning, AI, and Analytics
Identify, evaluate and suggest new technology opportunities (including open source) that will have an impact on the enterprise-wide BI systems, machine learning, and predictive analytics
Work with vendors to provide cost estimates and general project management guidance
Job Requirements
Must possess strong subject matter expertise in at least two domains of Sales, Marketing, Install Base, Finance, and Customer Support areas.
Data modeling experience in Enterprise Data Warehouse and DataMart
Hands-on experience in SQL, Python, NoSQL, JSON, XML, SSL, RESTful APIs, and other related standards
Hands-on emphasis with a proven track record of building and evaluating data pipes, and delivering systems for final production
Exposure to Big Data Analytics (data and technologies), Data Sciences, predictive analytics, modelling, machine learning, in-memory applications
Experience with various data systems like Oracle Data Warehouse, SAP HANA, Hadoop/Hive, Vertica, Redshift, Presto, Mangodb
Strong understanding devops, on-premise, and cloud deployments - AWS, Google, Azure
Education
Minimum of 8 to 12 years of experience with Bachelor of Science Degree in Computer Science, Management Information Systems, or Business, or related field is required

Job Segment:
Database, Warehouse, ERP, Developer, Oracle, Technology, Manufacturing

Apply now »",4.1,"NetApp","Bengaluru","Sunnyvale, CA","10000+ employees",1992,"Company - Public","Enterprise Software & Network Solutions","Information Technology","500+ billion (INR)","Nimble Storage, Pure Storage",1,0,0,1,1,0
"Data Scientist","Job Description
:

Looking for talented individuals to join the Analytics department based out of the Headquarters in Pune – to join colleagues with passion towards data alongside focus on execution through mathematical intuition, curiosity and a positive outlook

Depending on immediate skillsets and role, one will be an essential part of the Analytics team working on
Scorecard Development and Statistical Analysis
Development and deployment of end to end ML/DL/AI driven products and solutions
Machine Learning based data Products development
One will be involved in many industry first data solutions working in a start-up mode. We’re all about creative, self-starting talent who are excited by the very thought of changing an entire industry for the better

We’re all about creative, self-starters who are excited by the very thought of changing an entire insurance industry by caring for our citizens in the best possible and granular way leveraging data and analytics. We continue to accelerate our progress in creation of an Machine Learning driven advanced Analytics function that will integrate ML, Deep Learning, Bayesian or Behavioural Science into software applications to drive operational efficiencies and create business value while delivering a best-in-class experience with all stakeholders and customers.

Working with business stakeholders to understand their most complex business challenges and develop precise and fine-grained problem statements.
Developing high-level solution architectures and working with our team of data engineers and decision science analysts to build, test and assess models that predict and optimize business outcomes based on client’s success criteria.
Develop sophisticated yet simple interpretations and communicate insights to business stakeholders that lead to quantifiable business impact.
Building deep relationship with business stakeholders by understanding their stated but more importantly, latent needs

Programming Skills (across all levels): Proficiency of 8+ (in a scale of 10) in al-least one of Python, R or Java.

Department
:

HO

Open Positions
:

1

Skills Required
:

Proficiency of 8+ (in a scale of 10) in al-least one of Python, R or Java

Role
:

Associate Data Scientist/ Data Scientist/ Lead Data Scientist (2-7 yrs. exp)

Developing high-level solution architectures and working data engineers and decision science analysts to build, test and assess models that predict and optimize business outcomes based on business success criteria.
Work unsupervised with internal and external teams to respond to business requirements.
End-to-end responsibility for model development, including data exploration, training data, feature extraction and model development, validation and scoring.
Convincingly communicate with our stakeholders at all levels, including pairing with other Data Scientists.
An experienced data scientist and math nerd with a passion for ML/AI.
People who love innovation, playing with AI/DL/ML, and challenging the status quo.
One will be responsible for exciting innovations around Vision, Sound, NLP or data-based solutions or product development on Risk, Fraud, NLP, ML and prediction problems.
Comfortable writing own library
Knows hand-on development, implementation and integration of ML based models with system applications- Experience working on high-scale, production-grade projects.
AWS/Azure experience is must.
Working knowledge of data engineering – building ML pipelines.
Statistics, Computer Science or Mathematics degree and is fluent in Python, R, and has knowledge of relational and NoSQL databases.

Additional details:
Experience in TensorFlow, Keras, Pytorch, NLTK etc.
Be a go- to resource for key complex systems and services, working closely with engineers to deliver high quality software on time.
Define long term design and build reliable, scalable fast- performance consumer- grade geo- related services and solutions, end- to- end. Fully understand non- functional requirements, system interdependencies and limitations
Strong background in at least one specific machine learning area*

Deep learning, re-enforcement learning, CNN, RNN, LSTM, Natural language processing: sequence segmentation, labeling and parsing, language modeling, machine translation, question answering and dialog systems, knowledge extraction, representation and reasoning, Graph DB, Computer vision: large scale image classification, detection, face recognition, scene understanding, metric learning, image search, etc.

Location
:

Pune, Maharashtra, India

Education/Qualification
:

B.Tech/M.Tech/ M.S. in Statistics, Computer Science or Mathematics or equivalent technical degree with strong programming skills

Years Of Exp
:

5 to 7 Years

Posted On
:
19-May-2020
Designation
:

Associate Data Scientist/ Data Scientist/ Lead Data Scientist",3.9,"Bajaj Allianz General Insurance Company","Pune","Pune, India","1001 to 5000 employees",-1,"Company - Private","Insurance Operators","Insurance","500+ billion (INR)","-1",1,0,0,0,1,0
"Data Scientist","Req ID: R14668
Date Posted: 05/20/2020
Job Category: Research, Analysis, Data and Technical Design
Location: Bangalore - Whitefield Rd
City, State: Bangalore, Karnataka
Country: India
Full Stack Data Scientist

Description of Duties

The Automotive Supply Chain and Technology team at IHS Markit is in search of a Data Scientist to support its global team's ongoing research and analysis efforts. The research team produces granular forecast dataset and written analyses on the supply chain of parts supplied to automakers with technology, supplier and logistic information. The team generate forecasts on technology trends through multiple research channels and by using many connected and disconnected data sources to drive the forecast.

The position covers an array of critical datacentric activities aimed at enhancing the efficiency of our 70+ strong research team, sustaining the increasing data complexity as well as supporting new product development at one of IHS Markit's fastest growing product lines. The position is based in Gurgaon or Bangalore, India and reports to our U.K.based Data and Platform operations lead.

Responsibilities and duties

Developing of frontend website architecture
Develop and manage wellfunctioning backend databases and applications
Creation of workflows in data science platforms such as KNIME
Data restructuring and transformation for large interconnected data sets
Harness machine learning and statistical modelling with a view to enhance automation, reduce manual data interaction from research team and develop new insightful products
Identifying, assembling, and enriching a wide range of structured and unstructured data to support new automotive forecasts and analysis
Creation of logical and physical data models as well as conducting quantitative research
Data wrangling and data mining to support product innovation and model creation
Exploring new data acquisition techniques (e.g. Scraping)
Build/maintain ETL infrastructure

Qualifications and skills

3+ years’ experience as a data scientist or full stack developer with data science touchpoints
At minimum, a Degree in Computer Science, Statistics, Applied Math or related quantitative field with proven work experience in the data operations/scientist field
Familiarity with data science platforms such as KNIME is a must
Familiarity with JavaScript and Python web frameworks critical
Knowledge of API creation and maintenance
Proven experience with SQL and NoSQL databases like Oracle DB, SQL Server, MongoDB, MySQL, Hadoop, Spark, AWS (EC2 and S3)
Proven experience with one or more programming/scripting languages (e.g. Python, R) is highly desirable
Familiar with techniques to manage large databases, including partitioning, compression and indexes as well as data mining
Ability to build models (e.g. Linear regression, logistic, Markov models) and use one or more machine learning library/frameworks (e.g. Scikitlearn) with a view to solve complex high dimensional data
Knowledge of OLAP and ETL processes
Established MS Office skills (including VBA and Access)
Good communication skills, collaborative team spirit, curiosity to constantly keep thinking of unique approaches and solutions.
Ability to work independently.
Experience committing to deadlines whilst multitasking

IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.

We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a casebycase basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and followup.

IHS Markit maintains a substancefree workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the EVerify Program to confirm eligibility to work.

Current Colleagues

If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.",3.5,"Ipreo","Bengaluru","New York, NY","1001 to 5000 employees",2006,"Company - Private","Investment Banking & Asset Management","Finance","10 to 50 billion (INR)","Thomson Reuters, Bloomberg L.P., Dealogic",1,0,0,1,1,0
"Data Scientist","Senior Data Architect

Summary

We are looking for a technical lead who will design, build and maintain the data pipeline for creating training datasets for our AI research engineers. Additionally he or she will be responsible for automating the large dataset creation process. The ideal candidate should have 6-10 years of industrial experience in related field as a Data Engineer or related specialty (e.g., Software Engineer, Business Intelligence/Data/DW Engineer, Data Scientist etc.) and 1-2 years of experience in leading a team.


Responsibilities
Lead the data pipeline setup, operation and maintenance.
Assemble large, complex data sets that are analysis/training ready for the machine learning engineers/researchers
Design and build scalable and reliable data pipeline that collects, transforms, loads and curates data from internal systems. Ensure high data quality for pipelines you build and make them auditable. Support design and deployment of distributed data store that will be central source of truth across the group.
Develop, customize, configure automation scripts/tools that help engineers to extract and analyze data from our internal data store. Develop reporting and data visualization solutions, as well as looking to build out a dynamic platform
Evaluate new technologies and build prototypes for continuous improvements in data engineering. Creation of new capabilities and modules in our data pipeline. Develop and maintain expertise in advanced and/or emerging data management and analytical information technologies such as data warehouse, data lake and Big Data
Build data connections to company's internal IT systems
Design, implement and continuously optimize the group’s data strategy. Provide thought leadership and lead efforts to design data integration and implement extract, transform and load (ETL) jobs/processes, detailed data warehouse models and data mappings. Provide consultation on best practices and standard practices to internal team members
Perform performance optimization and tuning on new and/or existing data warehouse implementations.
Requirements
5 years of hands on industry experience with a track record of manipulating, processing, and extracting value from large data sets.
Demonstrated ability in building data pipelines, data modeling, ETL development and familiarity with design principles. Experience building data products incrementally, integrating, and managing data sets from multiple sources. Knowledge of data warehouse technologies and relevant data modeling best practices. Experience with a DW technology (Redshift, SQL Server, etc.) and relevant data modeling. Experience processing large amounts of data, in various formats and processing data in batch mode and streaming mode
Excellent SQL skills. Proficiency in a scripting language (Python, Ruby, Perl etc.) and/or a major programming language (C , Java etc.). Knowledge of R is a plus.
Experience with working in Spark/Hadoop and/or other distributed computing frameworks is required
Experience working in a multi-layered distributed architecture is essential. Experience with scalable service architecture and design
Exposure and knowledge of Data Security and Governance. Awareness of best practices to secure data and processes from unauthorized access.
Knowledge and direct experience using business intelligence reporting tools (Tableau, PowerBI etc.) is a plus.
Understanding of data science, machine learning, and AI is a plus.
Strong analytical and problem solving skills (data analysis and requirement documentation)
Excellent project management skills and ability to prioritize issues
Excellent oral and written communication, organizational and client facing skills.
Academic Qualification Profile:


B.E. / B. Tech in Computer Science

Certification or Masters in Big Data Science",4.2,"Daimler","Bengaluru","Stuttgart, Germany","10000+ employees",1886,"Company - Public","Transportation Equipment Manufacturing","Manufacturing","500+ billion (INR)","Audi, Porsche, BMW",1,1,1,1,1,0
"Data Scientist","Analytics/Data Scientist


We at o9 Solutions...

We help enterprises to digitally transform their supply chain with a cloud-based platform that connects the supply chain end-to-end. We do this with the latest available technologies like AI/ML and NLP. Headquartered in Dallas, we have offices in Europe, Japan, Korea and one here, in Bangalore. In the past 18 months, we expanded our value-adding activities to amongst others Google, Nike, Walmart and Starbucks. The US/EMEA/India team is expanding rapidly and we look forward to having you on board and support our growing organization!


What you really do:

Design and operationalize various kinds of descriptive, predictive and prescriptive analytics relevant in the planning space.
While the analysis can happen in R, excel, SQL or o9’s tool, ensure the results are presented in a usable fashion for consumption in the o9 platform.


You will:

Ability to work with and as a true team
Ability to analyse problems by synthesizing complex information, evaluating alternate methods and articulating the result with the relevant assumptions/reasons
Knowledge of statistical and machine learning algorithms
Experience in using R and/or Python
Experience in implementing planning applications will be a plus
Knowledge of SQL, experience with ETL tools like Informatica/SSIS will be a plus
Having an educational background in Operations Research/Management will be a plus.

What is required by the position?

Experience of applied analytics in the field of Supply chain, like building Demand forecasting models, applied ML methods in improving Supply/Inventory planning etc.
Expertise at the juncture of planning and analytics for very diverse problems like recommending optimal assortments/pricing/inventory levels/forecasts, demand supply balancing etc.
SW tools: o9’s planning platform, R, SSIS, SQL, Excel.


What you get:

Flexible working schedule
Possibility to travel and work with clients
Exposure to the biggest brands in the world
A flat organization with a very strong entrepreneurial culture
A great team to support you and that you can support
Great people and unlimited fun at work
Possibility to really make a difference in a scale-up environment

Beer Fridays",3.2,"o9 Solutions, Inc.","Bengaluru","Dallas, TX","201 to 500 employees",2009,"Company - Private","Enterprise Software & Network Solutions","Information Technology","1 to 5 billion (INR)","-1",1,0,1,0,1,0
"Data Scientist","Strong background in statistics and machine learning, with direct experience in machine learning-related field (e.g., information retrieval, deep learning, natural language processing, computer vision, analytics, etc.).

Hands-on experience applying advanced statistical learning techniques to different types of data.

Strong programming skills in at least two languages: DotNet, Python, R, Scala

Experience with large data sets in a distributed computing environment such as Hadoop or Spark.

Ability to lead discussion with the business teams, understand the business problem, identify the key challenges, formalize problem algorithmically, and prototype solutions.

Analyze, advise and recommend various models with reasoning and predictable outcomes

Consistent track record of documenting, synthesizing, and communicating results.

Overall Experience of 7-10 years in which at least 3-5 years of experience with machine learning, Data Science, Information retrieval, deep learning, Natural Language Processing, Text Mining, Data Mining, Regression, Classification, etc.

May need to work frequently during US- MT hours for business discussions

Proactiveness and leadership skills are essential for this individual contributor role.

Relevant technical and delivery experience within, or working as a consultant/advisor to, hospitality industry will be an added advantage.

Education: Ph.D with Bachelors/ master’s in computers/Statistics/Mathematics.

Technologies: Azure ML studio/AI, SQL server

Contact Details

Email: careers@evoketechnologies.com
Phone: 040-33509000

To apply for this position, send your resume to careers@evoketechnologies.com mentioning the job code ‘SDS01’.",3.8,"Evoke Technologies","Hyderabad","Dayton, OH","501 to 1000 employees",2003,"Company - Private","IT Services","Information Technology","1 to 5 billion (INR)","-1",1,0,0,1,1,0
